Time,Count,Trip,Loss,Battery,CPU,Trace,CAN,WiFi,MB,Current,PDP 0,PDP 1,PDP 2,PDP 3,PDP 4,PDP 5,PDP 6,PDP 7,PDP 8,PDP 9,PDP 10,PDP 11,PDP 12,PDP 13,PDP 14,PDP 15
	03/09 12:25:37,13,63,440,60.3,48.5,98 BO NA DD ,43.0,50.5,114,1157.8,55.6,92.4,113.5,36.0,30.1,104.8,54.6,74.4,113.0,5.6,24.0,104.4,25.0,108.2,113.5,102.6
	03/09 12:25:37,14,109,404,115.4,48.5,98 BO NA DD ,50.5,31.0,32,1034.0,52.1,106.8,51.1,77.5,50.6,68.8,48.6,100.8,33.4,78.6,56.1,72.8,58.1,74.2,65.2,39.2
	03/09 12:25:37,15,48,192,48.2,24.5,cc BO WD DD RT ,57.5,16.0,60,861.9,51.6,44.8,43.5,78.4,52.6,94.8,31.0,98.2,1.9,14.5,52.6,90.8,31.0,64.2,105.5,6.5
	03/09 12:25:37,16,46,204,53.2,16.0,c3 BO WD RA RD ,54.5,50.5,115,1013.1,51.6,74.4,113.0,1.1,38.1,82.9,50.6,46.8,75.4,76.5,55.6,110.2,58.6,96.8,35.0,46.5
	03/09 12:25:37,17,108,468,101.4,20.0,d6 BO WD NA RT RA ,29.0,16.0,48,1022.5,24.5,110.4,57.6,6.6,57.5,64.4,42.1,66.8,58.6,76.6,57.1,102.8,55.6,92.4,113.5,36.0
	03/09 12:25:37,18,109,404,62.1,22.5,cf BO WD DD RT RA RD ,26.0,29.0,50,788.0,25.5,108.4,1.0,7.5,54.6,74.9,57.6,66.8,59.1,39.8,16.0,18.9,55.6,68.8,123.6,10.0
	03/09 12:25:37,19,111,400,105.4,20.0,d6 BO WD NA RT RA ,29.0,16.0,48,983.4,24.0,96.4,1.5,38.1,57.5,64.4,42.1,66.8,58.6,76.6,57.1,102.8,55.6,92.4,113.5,36.0
	03/09 12:25:37,20,109,404,62.1,22.5,cf BO WD DD RT RA RD ,26.0,29.0,50,805.8,25.5,108.4,33.0,7.5,54.6,74.9,57.6,66.8,59.1,39.8,16.0,18.8,52.6,102.8,11.0,77.5
	03/09 12:25:37,21,114,420,111.4,52.5,9c BO NA DD RT ,20.0,20.5,58,968.5,23.0,96.4,9.5,38.8,24.0,106.9,16.0,120.6,35.0,44.9,43.1,74.9,57.6,82.8,123.4,71.8
	03/09 12:25:37,22,116,420,109.4,31.0,df BO WD NA DD RT RA RD ,22.5,24.0,52,980.8,27.0,92.4,25.6,102.2,16.0,120.8,50.6,102.9,27.0,44.9,50.5,124.2,4.6,38.8,107.0,46.2
	03/09 12:25:37,23,115,416,98.4,48.5,8d BO DD RT RD ,50.0,23.0,117,1067.2,48.6,104.8,42.6,76.1,54.1,106.8,57.5,80.2,73.8,68.0,24.0,92.4,24.0,110.4,1.5,102.5
	03/09 12:25:37,24,84,388,103.3,50.5,8d BO DD RT RD ,57.5,52.5,111,727.5,24.5,64.4,99.6,13.1,54.6,74.4,16.0,90.4,1.6,7.2,25.0,108.2,25.5,114.4,1.0,7.5
	03/09 12:25:37,25,115,388,103.4,31.0,df BO WD NA DD RT RA RD ,16.0,30.0,84,840.5,43.1,74.9,19.5,109.1,55.6,92.4,24.5,64.4,99.6,13.1,54.6,74.4,16.0,90.4,1.6,7.2
	03/09 12:25:37,26,51,228,48.1,30.0,92 BO NA RA ,50.5,57.5,115,933.1,50.5,124.2,2.6,108.1,57.1,92.8,55.1,78.2,3.0,46.5,16.1,74.8,58.5,92.9,59.5,13.1
	03/09 12:25:37,27,114,460,116.2,59.5,8f BO DD RT RA RD ,52.5,54.0,105,969.0,23.1,18.9,35.1,46.2,48.6,104.8,59.1,74.6,19.4,108.2,55.6,104.5,48.6,102.8,41.4,78.0
	03/09 12:25:37,28,116,304,111.4,56.0,b0 BO DT NA ,59.0,50.5,114,898.2,55.1,26.8,43.5,110.4,48.6,78.8,20.1,18.9,35.1,46.2,48.6,104.8,59.1,74.6,19.4,108.2
	03/09 12:25:37,29,97,460,101.2,53.0,9e BO NA DD RT RA ,59.0,48.5,58,935.6,28.5,82.4,81.0,9.5,55.6,94.9,16.1,104.8,75.4,44.6,16.1,94.8,16.0,96.2,113.5,6.2
	03/09 12:25:37,30,111,472,101.4,57.0,8a BO DD RA ,55.0,16.0,60,861.9,51.6,44.8,43.5,78.4,52.6,94.8,31.0,98.2,1.9,14.5,52.6,90.8,31.0,64.2,105.5,6.5
	03/09 12:25:37,31,46,204,57.2,16.0,c3 BO WD RA RD ,49.5,55.5,117,899.5,31.0,64.4,9.0,7.5,51.1,88.8,51.6,102.4,113.0,6.0,16.0,120.5,55.6,72.8,41.9,68.0
	03/09 12:25:37,32,100,404,116.4,52.5,93 BO NA RA RD ,57.5,31.0,32,883.5,55.6,96.2,3.6,13.1,54.6,74.2,55.6,76.2,1.5,5.8,24.0,100.4,57.5,64.8,123.6,76.6
	03/09 12:25:37,33,110,40,32.2,54.0,90 BO NA ,49.5,48.5,116,1051.6,55.0,124.2,3.1,44.5,58.5,92.9,56.1,82.2,115.1,77.1,57.1,102.9,23.1,110.9,3.2,45.5
	03/09 12:25:37,34,46,292,116.4,57.0,9e BO NA DD RT RA ,58.0,52.5,118,1027.9,55.6,68.8,123.6,8.2,48.6,102.8,23.1,96.9,19.2,45.8,58.1,24.8,55.6,96.5,123.6,76.6
	03/09 12:25:37,35,110,308,101.4,57.5,9e BO NA DD RT RA ,51.5,50.5,40,913.1,50.6,100.8,11.6,13.1,59.1,74.6,55.6,68.8,123.6,8.2,48.6,102.8,23.1,84.8,11.6,76.1
	03/09 12:25:38,36,57,164,32.2,57.5,8b BO DD RA RD ,48.5,49.5,107,1061.8,30.1,40.8,11.1,106.8,50.6,100.9,52.6,94.8,113.9,70.1,16.0,120.9,52.6,90.8,41.9,68.0
	03/09 12:25:38,37,58,200,54.2,25.5,c6 BO WD RT RA ,24.5,16.0,60,898.5,57.6,102.8,11.1,108.6,31.0,64.6,48.6,104.8,27.2,12.5,55.6,78.2,55.1,94.9,33.0,12.8
	03/09 12:25:38,38,119,420,116.4,52.5,91 BO NA RD ,16.0,24.0,46,836.2,26.5,96.4,1.5,14.4,16.0,120.6,48.6,78.6,51.1,46.2,57.6,82.8,55.0,124.4,9.0,7.5
	03/09 12:25:38,39,101,248,32.2,24.0,ca BO WD DD RA ,29.0,25.5,53,853.6,24.5,102.2,1.9,13.6,50.6,102.9,48.6,78.8,41.9,68.0,39.1,40.4,16.1,102.8,43.5,78.8
	03/09 12:25:38,40,32,396,108.4,50.5,91 BO NA RD ,58.0,16.0,67,880.2,39.1,10.5,26.6,8.6,34.0,116.2,24.5,96.2,113.5,103.1,23.0,102.4,23.0,104.4,41.0,14.0
	03/09 12:25:38,41,32,208,48.2,27.0,cf BO WD DD RT RA RD ,16.0,30.0,84,904.5,43.1,74.9,19.5,109.1,55.6,92.4,24.5,64.4,99.6,13.1,54.6,74.4,16.0,90.4,1.6,71.2
	03/09 12:25:38,42,51,216,55.1,30.0,92 BO NA RA ,50.5,57.5,115,931.6,50.5,124.2,0.2,42.4,52.1,106.8,51.1,88.8,43.0,77.9,48.6,100.8,23.1,106.9,3.1,12.1
	03/09 12:25:38,43,41,232,32.2,23.0,cf BO WD DD RT RA RD ,24.0,24.0,50,1058.1,57.5,64.4,98.6,12.1,51.6,44.8,57.1,102.8,75.4,109.8,31.0,98.2,30.1,104.8,75.4,44.6
	03/09 12:25:38,44,48,216,58.2,26.0,d1 BO WD NA RD ,25.5,27.5,56,1022.2,54.6,74.9,27.5,108.1,51.6,74.4,16.0,18.5,99.2,46.8,50.6,46.8,55.1,72.8,123.6,101.8
	03/09 12:25:38,45,97,464,101.3,48.5,93 BO NA RA RD ,58.5,50.5,115,818.5,29.0,64.4,1.4,70.0,24.5,106.4,28.0,106.9,25.0,7.5,42.1,66.8,43.1,74.9,19.5,109.1
	03/09 12:25:38,46,49,128,60.5,52.5,92 BO NA RA ,50.5,31.0,32,924.5,27.0,116.4,1.6,5.8,25.5,112.4,16.0,120.8,107.1,46.4,57.6,66.8,50.5,124.2,0.2,46.2
	03/09 12:25:38,47,116,320,101.4,52.5,90 BO NA ,50.0,52.5,99,811.0,29.0,64.4,1.4,70.0,24.0,96.4,27.0,110.9,25.0,7.5,42.1,66.8,43.1,74.9,19.5,109.1
	03/09 12:25:38,48,49,128,60.5,52.5,92 BO NA RA ,50.5,31.0,32,924.8,27.0,116.4,1.6,5.8,25.5,114.4,16.0,120.8,107.1,46.4,57.6,66.8,50.5,124.2,0.2,44.5
	03/09 12:25:38,49,98,432,101.3,50.5,8d BO DD RT RD ,52.5,55.5,100,861.0,20.0,82.4,81.0,6.0,23.0,96.4,24.5,110.4,9.8,46.4,16.0,120.6,48.6,78.6,51.1,46.2
	03/09 12:25:38,50,110,248,49.1,30.0,8b BO DD RA RD ,52.5,54.5,101,901.5,22.5,96.4,49.8,70.0,26.0,92.4,24.0,114.2,1.9,13.6,50.6,102.9,48.6,78.8,41.9,68.0
	03/09 12:25:38,51,97,456,116.3,48.5,8c BO DD RT ,52.0,49.0,111,908.9,50.0,92.9,43.5,12.5,48.6,104.8,43.1,66.8,99.6,44.6,57.5,80.2,29.0,64.4,1.4,70.0
	03/09 12:25:38,52,56,212,115.1,30.0,ab BO DT DD RA RD ,48.5,51.5,86,969.2,57.6,82.8,123.4,71.8,24.5,64.4,58.1,82.8,107.1,39.8,16.0,90.4,27.0,116.4,1.6,5.8
	03/09 12:25:38,53,32,240,109.4,57.5,8c BO DD RT ,48.5,51.5,101,1046.6,16.0,120.6,35.0,44.9,43.1,74.9,57.6,82.8,123.4,71.8,24.5,64.4,58.1,82.8,107.1,39.8
	03/09 12:25:38,54,54,232,48.2,23.0,cb BO WD DD RA RD ,24.5,27.0,32,941.0,50.6,102.9,27.0,44.9,50.5,124.2,43.6,66.9,19.4,77.1,55.1,78.2,48.6,104.2,3.1,44.5
	03/09 12:25:38,55,112,420,46.4,52.5,8d BO DD RT RD ,57.5,58.0,46,901.8,52.6,88.8,75.0,77.2,23.1,18.9,50.6,100.8,11.6,13.1,59.1,74.6,55.6,68.8,123.6,8.2
	03/09 12:25:38,56,46,448,114.4,55.0,8b BO DD RA RD ,38.0,55.5,111,809.2,59.1,74.9,19.5,78.6,55.1,26.8,57.6,102.8,11.1,108.6,20.1,18.9,50.6,100.8,11.6,13.1
	03/09 12:25:38,57,111,392,111.5,33.0,9e BO NA DD RT RA ,57.5,50.5,46,1056.0,59.1,66.4,81.5,102.0,28.5,82.4,16.1,24.8,123.4,110.0,16.1,104.8,54.6,74.2,3.4,108.8
	03/09 12:25:38,58,48,200,53.4,16.0,90 BO NA ,59.0,50.5,114,1055.6,55.0,64.4,98.6,12.1,51.6,44.8,57.1,102.8,75.4,109.8,31.0,98.2,30.1,104.8,75.4,44.6
	03/09 12:25:38,59,48,216,58.2,26.0,d1 BO WD NA RD ,26.0,24.5,56,945.0,54.6,74.9,27.5,108.1,51.6,74.4,16.1,46.8,11.6,12.4,52.1,72.8,51.5,64.8,115.4,110.5
	03/09 12:25:38,60,100,128,119.4,58.0,97 BO NA RT RA RD ,52.5,55.0,32,969.9,24.0,100.4,41.5,6.0,24.1,102.2,30.1,40.8,11.1,106.8,50.6,100.9,52.6,94.8,113.9,70.1
	03/09 12:25:38,61,105,436,101.2,16.0,d2 BO WD NA RA ,24.0,27.0,58,845.6,23.0,104.4,9.8,4.0,30.1,70.8,58.6,92.9,33.9,68.0,24.5,64.4,51.1,88.8,11.1,110.4
	03/09 12:25:38,62,32,240,67.4,50.0,9a BO NA DD RA ,31.0,16.0,49,997.8,50.1,74.9,35.0,45.1,54.1,102.4,16.1,24.8,123.4,110.0,16.1,104.8,54.6,74.2,3.4,108.8
	03/09 12:25:38,63,48,200,53.4,16.0,90 BO NA ,59.0,50.5,114,867.9,55.0,20.2,1.9,13.5,55.6,70.8,58.1,82.8,123.4,71.8,16.1,74.8,58.5,92.9,59.5,13.1
	03/09 12:25:38,64,114,460,116.2,59.5,8f BO DD RT RA RD ,52.5,54.0,105,969.0,23.1,18.9,35.1,46.2,48.6,104.8,59.1,74.6,19.4,108.2,55.6,104.5,48.6,102.8,41.4,78.0
	03/09 12:25:38,65,116,304,111.4,56.0,b0 BO DT NA ,59.0,50.5,114,898.2,55.1,26.8,43.5,110.4,48.6,78.8,20.1,18.9,35.1,46.2,48.6,104.8,59.1,74.6,19.4,108.2
	03/09 12:25:38,66,97,460,101.2,53.0,9e BO NA DD RT RA ,59.0,48.5,58,793.9,28.5,82.2,1.9,14.4,58.1,66.8,53.5,124.2,1.9,10.5,48.6,78.6,50.6,100.9,27.2,45.9
	03/09 12:25:38,67,32,240,116.4,54.5,9a BO NA DD RA ,31.0,16.0,45,1088.1,29.0,96.4,73.4,70.5,28.0,110.2,30.1,90.8,43.5,110.4,48.6,78.8,31.0,64.0,74.5,109.0
	03/09 12:25:38,68,108,404,98.4,48.5,8d BO DD RT RD ,50.0,23.0,117,766.9,48.6,104.8,41.2,5.1,29.0,64.4,23.0,96.4,1.5,6.0,25.5,104.9,16.0,120.6,35.0,44.9
	03/09 12:25:38,69,115,420,111.4,31.0,ce BO WD DD RT RA ,16.0,30.0,116,888.2,50.5,124.2,1.4,38.0,27.0,116.4,28.5,92.4,41.5,6.2,16.0,120.8,50.6,102.9,27.0,44.9
	03/09 12:25:38,70,9,304,105.5,50.5,a8 BO DT DD ,52.5,55.0,100,839.4,23.1,106.9,3.1,12.1,58.1,74.6,48.6,88.9,43.1,46.4,20.0,82.4,16.0,96.2,113.5,6.2
	03/09 12:25:38,71,54,460,32.2,42.0,9e BO NA DD RT RA ,51.5,43.0,101,1109.8,52.6,94.8,113.9,70.1,16.0,120.9,52.6,90.8,41.9,68.0,22.5,96.4,29.0,96.4,73.4,70.6
	03/09 12:25:38,72,60,436,101.4,57.5,9e BO NA DD RT RA ,51.5,50.5,62,957.9,57.1,94.8,19.4,110.5,40.1,74.9,52.6,94.8,35.2,44.4,20.0,82.4,16.0,96.2,113.5,6.0
	03/09 12:25:38,73,51,460,32.2,42.0,9e BO NA DD RT RA ,51.5,43.0,101,1109.8,52.6,94.8,113.9,70.1,16.0,120.9,52.6,90.8,41.9,68.0,22.5,96.4,29.0,96.4,73.4,70.6
	03/09 12:25:38,74,60,436,101.4,57.5,9e BO NA DD RT RA ,51.5,50.5,62,935.1,50.1,82.9,27.0,44.2,54.1,74.6,50.6,100.8,75.4,108.5,52.6,70.2,20.5,116.2,1.5,5.8
	03/09 12:25:38,75,55,224,51.4,16.0,c3 BO WD RA RD ,42.0,48.5,103,1045.4,57.1,102.8,75.4,109.8,31.0,98.2,30.1,104.8,75.4,44.6,31.0,64.2,24.0,108.4,81.5,7.1
	03/09 12:25:38,76,57,128,60.4,50.5,8c BO DD RT ,57.5,48.5,103,858.6,16.0,18.6,27.4,44.1,57.1,104.5,48.6,102.8,67.0,77.9,48.6,100.8,23.1,106.9,3.1,12.1
	03/09 12:25:38,77,97,432,117.4,57.5,d7 BO WD NA RT RA RD ,20.5,29.0,32,1049.5,24.0,96.4,57.5,71.1,26.6,102.2,30.1,40.8,11.1,106.8,50.6,100.9,52.6,94.8,113.9,70.1
	03/09 12:25:38,78,105,436,101.2,16.0,d2 BO WD NA RA ,24.0,27.0,58,844.1,23.0,106.4,25.8,4.0,30.1,90.8,57.6,102.8,11.1,108.6,31.0,64.2,30.1,40.8,11.1,106.8
	03/09 12:25:38,79,105,444,110.2,24.5,df BO WD NA DD RT RA RD ,30.0,58.0,105,932.8,31.0,64.2,105.5,6.8,29.0,96.4,23.0,106.4,33.5,36.0,30.1,90.8,57.6,102.8,11.1,108.6
	03/09 12:25:38,80,97,456,110.4,55.0,98 BO NA DD ,16.0,48.5,116,1096.4,50.1,106.2,115.6,110.0,52.5,92.8,52.6,100.9,27.6,5.8,59.6,96.8,54.1,82.8,19.2,69.8
	03/09 12:25:38,81,114,388,116.4,59.0,9a BO NA DD RA ,41.0,55.5,98,994.5,33.1,66.9,27.1,37.8,56.1,100.8,55.1,104.5,99.4,109.9,56.1,30.9,50.6,100.9,19.6,45.8
	03/09 12:25:38,82,115,388,103.4,20.0,b6 BO DT NA RT RA ,58.0,50.5,114,908.1,52.6,108.8,42.5,77.9,49.1,94.9,33.1,66.9,27.1,37.8,53.1,66.9,48.5,116.4,25.5,7.1
	03/09 12:25:38,83,76,444,111.4,16.0,8b BO DD RA RD ,52.5,54.5,101,907.4,51.0,64.4,1.4,70.0,25.0,106.9,16.1,94.9,51.1,46.2,57.1,106.8,16.0,120.6,35.0,44.9
	03/09 12:25:38,84,115,420,111.4,31.0,ce BO WD DD RT RA ,16.0,30.0,116,948.8,50.5,124.2,1.4,38.0,27.0,116.4,28.5,92.4,41.6,6.2,16.0,120.8,55.6,106.8,115.6,7.8
	03/09 12:25:38,85,60,408,108.4,51.5,8c BO DD RT ,31.0,16.0,48,922.4,33.6,94.8,35.1,39.8,16.0,98.2,30.1,72.8,43.6,12.1,52.6,88.9,31.0,64.5,99.4,109.9
	03/09 12:25:39,86,105,436,101.1,55.5,99 BO NA DD RD ,16.0,24.0,46,1121.0,26.6,102.2,3.4,110.8,50.6,100.9,58.6,92.0,81.0,7.5,54.1,94.8,48.6,104.8,75.4,109.8
	03/09 12:25:39,87,100,468,46.5,56.0,96 BO NA RT RA ,23.0,51.0,105,999.9,58.0,92.9,59.5,13.1,54.1,82.8,53.0,92.5,75.6,12.6,57.1,66.9,52.6,108.8,42.5,77.9
	03/09 12:25:39,88,66,388,115.4,23.0,8f BO DD RT RA RD ,57.0,52.5,110,1063.4,55.6,94.9,2.4,110.8,50.6,100.9,58.6,92.5,107.1,46.4,57.6,66.8,50.5,80.5,75.6,12.6
	03/09 12:25:39,89,105,472,101.3,55.5,9d BO NA DD RT RD ,55.5,58.0,66,1075.5,50.5,92.8,83.0,46.8,48.5,116.4,24.0,114.2,73.0,7.5,57.6,104.8,49.6,86.4,113.0,7.5
	03/09 12:25:39,90,86,404,114.4,52.5,90 BO NA ,55.0,31.0,49,998.1,58.1,82.8,107.1,39.8,16.0,90.4,27.0,116.4,1.8,37.8,26.5,104.4,16.0,120.8,107.1,46.4
	03/09 12:25:39,91,101,248,32.3,48.5,8b BO DD RA RD ,49.5,52.0,100,911.2,16.1,92.8,123.6,4.0,51.1,74.8,16.1,110.8,75.6,13.0,52.6,92.2,24.0,92.4,1.5,70.6
	03/09 12:25:39,92,115,128,60.3,48.5,98 BO NA DD ,43.0,50.5,114,1053.5,55.6,92.4,113.5,36.0,30.1,104.8,54.6,74.4,113.0,5.6,24.0,108.4,24.5,96.2,113.6,6.8
	03/09 12:25:39,93,109,404,115.4,48.5,98 BO NA DD ,50.5,31.0,32,1034.0,52.1,106.8,51.1,77.5,50.6,68.8,48.6,100.8,33.4,78.6,56.1,72.8,58.1,74.2,65.2,39.2
	03/09 12:25:39,94,48,192,48.2,25.5,ca BO WD DD RA ,57.5,16.0,60,862.1,51.6,44.8,43.5,78.4,52.6,94.8,31.0,98.2,1.9,14.5,52.6,90.8,31.0,64.2,105.5,6.8
	03/09 12:25:39,95,46,208,55.2,16.0,c3 BO WD RA RD ,54.5,50.5,115,1013.1,51.6,74.4,113.0,1.1,38.1,82.9,50.6,46.8,75.4,76.5,55.6,110.2,58.6,96.8,35.0,46.5
	03/09 12:25:39,96,108,468,101.4,20.0,d6 BO WD NA RT RA ,29.0,16.0,48,1088.0,25.5,110.4,25.6,103.1,57.5,64.4,42.1,66.8,58.6,76.6,57.1,102.8,55.6,92.4,113.5,36.0
	03/09 12:25:39,97,109,404,62.1,22.5,cf BO WD DD RT RA RD ,27.0,29.0,49,838.5,26.0,110.4,49.0,7.5,54.6,74.9,57.6,66.8,59.1,39.8,16.0,18.9,55.6,68.8,123.6,10.0
	03/09 12:25:39,98,111,400,105.4,20.0,d6 BO WD NA RT RA ,29.0,16.0,48,983.6,24.0,96.4,1.5,38.4,57.5,64.4,42.1,66.8,58.6,76.6,57.1,102.8,55.6,92.4,113.5,36.0
	03/09 12:25:39,99,109,404,62.1,22.5,cf BO WD DD RT RA RD ,27.0,29.0,49,834.2,26.0,112.4,57.0,7.5,54.6,74.9,57.6,66.8,59.1,39.8,16.0,18.8,52.6,102.8,11.0,77.5
	03/09 12:25:39,100,114,420,111.4,52.5,9c BO NA DD RT ,20.0,20.5,58,950.4,23.0,96.4,1.5,38.1,24.5,96.9,16.0,120.6,35.0,44.9,43.1,74.9,57.6,82.8,123.4,71.8
	03/09 12:25:39,101,116,420,109.4,31.0,df BO WD NA DD RT RA RD ,22.5,24.0,54,961.6,24.0,92.4,41.5,70.2,16.0,120.8,50.6,102.9,27.0,44.9,50.5,124.2,4.6,38.8,107.0,46.2
	03/09 12:25:39,102,115,416,98.4,48.5,8d BO DD RT RD ,50.0,23.0,117,1034.8,48.6,104.8,42.6,76.1,54.1,106.8,57.5,80.2,73.8,68.0,24.0,92.4,24.0,102.4,9.5,70.0
	03/09 12:25:39,103,84,388,103.3,50.5,8d BO DD RT RD ,57.5,52.5,111,842.0,24.5,64.4,99.6,13.1,54.6,74.4,16.0,90.4,1.6,71.2,24.5,96.2,26.5,104.4,73.0,7.5
	03/09 12:25:39,104,115,388,103.4,31.0,df BO WD NA DD RT RA RD ,16.0,30.0,84,904.5,43.1,74.9,19.5,109.1,55.6,92.4,24.5,64.4,99.6,13.1,54.6,74.4,16.0,90.4,1.6,71.2
	03/09 12:25:39,105,53,208,57.1,30.0,92 BO NA RA ,50.5,57.5,115,933.1,50.5,124.2,2.6,108.1,57.1,92.8,55.1,78.2,3.0,46.5,16.1,74.8,58.5,92.9,59.5,13.1
	03/09 12:25:39,106,114,460,116.2,59.5,8f BO DD RT RA RD ,52.5,54.0,105,969.0,23.1,18.9,35.1,46.2,48.6,104.8,59.1,74.6,19.4,108.2,55.6,104.5,48.6,102.8,41.4,78.0
	03/09 12:25:39,107,116,304,111.4,56.0,b0 BO DT NA ,59.0,50.5,114,898.2,55.1,26.8,43.5,110.4,48.6,78.8,20.1,18.9,35.1,46.2,48.6,104.8,59.1,74.6,19.4,108.2
	03/09 12:25:39,108,97,460,101.2,53.0,9e BO NA DD RT RA ,59.0,48.5,58,935.6,28.5,82.4,81.0,9.5,55.6,94.9,16.1,104.8,75.4,44.6,16.1,94.8,16.0,96.2,113.5,6.2
	03/09 12:25:39,109,111,472,101.4,57.0,8a BO DD RA ,55.0,16.0,60,862.1,51.6,44.8,43.5,78.4,52.6,94.8,31.0,98.2,1.9,14.5,52.6,90.8,31.0,64.2,105.5,6.8
	03/09 12:25:39,110,46,212,53.2,16.0,c3 BO WD RA RD ,54.5,50.5,115,1041.2,51.6,74.4,113.0,10.9,48.6,104.8,52.1,72.8,123.1,100.0,55.1,94.9,16.1,76.8,43.1,4.0
	03/09 12:25:39,111,104,420,110.1,24.0,d1 BO WD NA RD ,24.0,25.0,53,887.8,24.1,102.2,1.9,10.5,48.6,78.6,50.6,100.9,27.2,45.9,55.0,124.4,16.0,120.9,35.2,45.6
	03/09 12:25:39,112,45,192,54.2,24.5,cf BO WD DD RT RA RD ,23.0,26.5,53,949.4,30.1,70.8,123.6,45.8,58.0,124.2,24.5,64.4,99.1,77.5,48.6,78.9,31.0,64.4,1.0,7.5
	03/09 12:25:39,113,101,248,32.2,16.0,c3 BO WD RA RD ,50.0,50.5,116,1013.2,54.1,102.4,113.0,9.5,55.6,94.9,16.1,104.8,75.4,44.6,16.1,94.8,16.0,96.2,113.5,6.2
	03/09 12:25:39,114,111,472,101.4,57.0,8a BO DD RA ,55.0,5.0,32,873.5,55.6,70.8,11.6,13.1,55.6,92.4,16.1,74.8,35.6,37.8,59.6,96.8,23.1,76.8,75.5,78.4
	03/09 12:25:39,115,112,420,108.4,49.0,95 BO NA RT RD ,23.0,36.5,116,1075.4,48.6,104.8,75.6,76.6,41.1,94.8,55.6,104.5,19.0,46.4,50.5,92.9,57.1,82.8,115.6,9.5
	03/09 12:25:39,116,79,472,101.4,57.0,8a BO DD RA ,55.0,38.5,101,977.8,48.6,78.8,41.2,9.1,58.1,74.9,48.6,104.8,75.6,76.6,41.1,94.8,55.6,104.5,19.0,46.4
	03/09 12:25:39,117,97,472,97.2,25.5,cf BO WD DD RT RA RD ,28.5,20.5,32,953.4,58.1,66.8,27.2,103.8,16.0,120.6,48.6,78.6,51.1,46.2,57.6,82.8,55.0,124.4,9.0,7.5
